,objectId,marriageStatus,occupation,educationLevel,latitude,longitude,age,sex,clustersByLoc,province,yearsLivedinThisHouse,waterAccess,typeofWaterdoyoudrink,latrineAccess,conditionoFloorinyourhouse,conditionoRoofinyourhouse,medicalproblemswheredoyougo,dentalproblemswheredoyougo,biggestproblemofcommunity,timesperweektrashcollected,wheretrashleftbetweenpickups,numberofIndividualsLivingintheHouse,numberofChildrenLivinginHouseUndertheAgeof5,houseownership,bathroomAccess
3329,Tkmfl5FEtf,single,Other,lessThanprimary,18.4663542,-69.2763829,53.0,male,0,Lavega,moreThan10,Never,bottled,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,1,0,rented,
3330,ZNc396YhiB,single,Ama de casa,lessThanprimary,18.466057100000004,-69.2764251,63.0,female,0,Lavega,moreThan10,Never,bottled,,cementWorking,poor,Al Musa Hospital,Other,Other,1-2,outside house,4,0,rented,Y
3331,bjDn3huLai,single,Ama de casa,lessThanprimary,18.4660625,-69.27642359999999,86.0,female,0,Lavega,moreThan10,Never,bottled,,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,7,2,owned,Y
3332,OpsCtl9V5Q,free_union,Other,lessThanprimary,18.466057100000004,-69.2764251,66.0,male,0,Lavega,moreThan10,Never,bottled,,cementWorking,poor,Other,Other,Water,1-2,outside house,4,0,owned,Y
3333,2qZLprTMix,free_union,Other,lessThanprimary,18.4658862,-69.27670450000001,35.0,male,0,Lavega,5-10,Never,bottled,,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,6,2,owned,Y
3334,PGPGuDA5R1,single,Ama de casa,lessThanprimary,18.4661049,-69.2764245,73.0,female,0,Lavega,moreThan10,Never,bottled,,cementWorking,poor,Other,Other,Garbage,1-2,street,3,0,owned,Y
3335,FPRBp92JQ6,single,Ama de casa,primary,18.4656473,-69.2766885,48.0,female,0,Lavega,3-4,Never,bottled,,cementPoor,poor,Other,Other,Unemployment,1-2,street,4,1,owned,Y
3336,LMQjGAAfNU,free_union,Ama de casa,someHighSchool,18.4661907,-69.2764559,57.0,female,0,Lavega,moreThan10,Never,bottled,,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,6,1,owned,Y
3337,DM5UqP9wrW,single,No trabaja,someHighSchool,18.4660625,-69.27642359999999,22.0,female,0,Lavega,moreThan10,Never,bottled,,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,6,1,rented,Y
3338,5oKJrK3fTz,free_union,Other,someHighSchool,18.4663381,-69.27612140000001,57.0,male,0,Lavega,moreThan10,Never,bottled,,cementWorking,working,Al Musa Hospital,Other,Roads,1-2,outside house,3,0,owned,Y
3339,Kqin033187,single,No trabaja,lessThanprimary,18.4665798,-69.27683979999999,70.0,male,0,Lavega,moreThan10,Never,bottled,,cementPoor,working,Other,Other,Water,1-2,outside house,2,0,owned,Y
3340,mn7vwJGtul,free_union,Ama de casa,lessThanprimary,18.4664545,-69.2766008,61.0,female,0,Lavega,moreThan10,everyday,bottled,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,3,0,owned,
3341,DmTbI8LdFd,single,Ama de casa,lessThanprimary,18.4669288,-69.27744799999999,61.0,female,0,Lavega,moreThan10,Never,bottled,,cementWorking,poor,Clinic,Other,Water,1-2,street,3,0,owned,Y
3342,bO6JXUfJ7G,married,Other,college,18.4668772,-69.2774422,61.0,female,0,Lavega,moreThan10,everyday,bottled,,cementWorking,working,Other,Other,Roads,1-2,outside house,4,0,owned,Y
3343,PxVYRqhTzz,free_union,Other,lessThanprimary,18.4669089,-69.27690390000001,67.0,male,0,Lavega,moreThan10,Never,bottled,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,3,0,owned,
3344,WIckbH4bX1,single,Other,highschool,18.4664516,-69.27545090000001,64.0,female,0,Lavega,1-2,Never,bottled,,cementWorking,working,Other,Other,Water,1-2,outside house,1,0,owned,Y
3345,qxBH8CgDOF,widow,Ama de casa,lessThanprimary,18.4666505,-69.27554559999999,66.0,female,0,Lavega,moreThan10,Never,bottled,Y,cementWorking,poor,Other,Al Musa Hospital,Roads,1-2,other,4,0,owned,Y
3346,IFpbV3pdwC,single,Comerciante,lessThanprimary,18.4664705,-69.2754625,66.0,male,0,Lavega,moreThan10,Never,bottled,Y,cementWorking,working,Other,Other,Roads,1-2,other,2,0,owned,Y
3347,NSYnKc8YlE,single,Ama de casa,lessThanprimary,18.4669809,-69.2760854,55.0,female,0,Lavega,moreThan10,Never,bottled,,cementWorking,working,Al Musa Hospital,Other,Lighting,1-2,street,9,1,owned,Y
3348,CCpKZmc6Oe,single,Other,someHighSchool,18.4666852,-69.2762864,55.0,male,0,Lavega,5-10,everyday,bottled,Y,cementWorking,poor,Al Musa Hospital,Other,Other,1-2,street,1,0,rented,
3349,A7vGUm5P5m,free_union,Other,someHighSchool,18.4673864,-69.2763002,44.0,female,0,Lavega,moreThan10,Never,bottled,Y,cementWorking,working,Al Musa Hospital,Other,Other,1-2,street,6,1,rented,Y
3350,RBKjjRPbCR,single,Other,lessThanprimary,18.4669586,-69.2762665,48.0,female,0,Lavega,moreThan10,Never,bottled,,cementPoor,poor,Al Musa Hospital,Other,Other,1-2,other,4,0,owned,Y
3351,y0WRoyOqMQ,married,Ama de casa,lessThanprimary,18.467399800000006,-69.276607,58.0,male,0,Lavega,moreThan10,Never,bottled,,cementPoor,poor,Al Musa Hospital,Other,Other,1-2,street,5,1,owned,Y
3352,0pI2NPksq2,married,Ama de casa,highschool,18.4675982,-69.27697020000001,55.0,female,0,Lavega,moreThan10,Never,bottled,,cementPoor,poor,Al Musa Hospital,Other,Other,1-2,street,2,0,owned,Y
3353,lF1klUFcUn,widow,No trabaja,lessThanprimary,18.4675076,-69.2768988,103.0,male,0,Lavega,moreThan10,Never,bottled,Y,cementWorking,working,Other,Other,Lighting,1-2,street,1,0,rented,
3354,SmwhE80Epz,married,No trabaja,lessThanprimary,18.4674566,-69.276821,72.0,male,0,Lavega,moreThan10,Never,bottled,,cementPoor,working,Al Musa Hospital,Other,Water,1-2,street,4,0,owned,Y
3355,E9adgFyRZG,single,Ama de casa,lessThanprimary,18.4675271,-69.2769385,66.0,female,0,Lavega,moreThan10,Never,bottled,Y,cementPoor,poor,Other,Other,Water,1-2,other,2,0,owned,Y
3356,9ABuI85gqm,single,Other,lessThanprimary,18.4679836,-69.2767467,38.0,male,0,Lavega,moreThan10,Never,bottled,Y,cementPoor,poor,Al Musa Hospital,Other,Lighting,1-2,other,1,0,owned,
3357,H9O7WkUYz5,free_union,Ama de casa,lessThanprimary,18.4676456,-69.2770638,45.0,female,0,Lavega,moreThan10,Never,bottled,,cementWorking,working,Al Musa Hospital,Other,Roads,1-2,other,3,0,owned,Y
3358,EHbBwmsG2c,free_union,Ama de casa,lessThanprimary,18.4654056,-69.27313740000001,54.0,male,0,Lavega,moreThan10,Never,bottled,Y,cementPoor,working,Al Musa Hospital,Other,Other,0,other,4,0,owned,
3359,j5HpFL98OR,free_union,Ama de casa,lessThanprimary,18.4674366,-69.2768372,59.0,female,0,Lavega,moreThan10,Never,bottled,Y,cementPoor,poor,Other,Other,Roads,1-2,other,4,1,rented,Y
3360,A7fyw4GFR4,free_union,Other,lessThanprimary,18.4676526,-69.2771058,55.0,male,0,Lavega,lessThan1,Never,bottled,,cementWorking,working,Other,Other,Lighting,1-2,street,5,0,rented,Y
3361,UhKOavOcA3,free_union,Other,lessThanprimary,18.4678068,-69.2764876,20.0,female,0,Lavega,3-4,everyday,bottled,Y,cementWorking,working,Al Musa Hospital,Other,Roads,1-2,other,4,1,owned,
3362,44rD83F78C,single,Other,lessThanprimary,18.467399800000006,-69.276607,29.0,male,0,Lavega,moreThan10,Never,bottled,Y,cementWorking,poor,Al Musa Hospital,Other,Water,1-2,outside house,1,0,owned,
3363,Z8BIaiF1Ry,married,Other,lessThanprimary,18.467399800000006,-69.276607,80.0,male,0,Lavega,moreThan10,everyday,bottled,Y,cementPoor,working,Other,Other,Roads,1-2,street,3,0,owned,
3364,UXGk1G8lGT,single,Ama de casa,lessThanprimary,18.4706483,-69.2834531,79.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,,cementPoor,poor,Al Musa Hospital,Other,Roads,0,burned,4,0,owned,Y
3365,WHvpIcVyzB,free_union,Ama de casa,,18.469135100000006,-69.2808713,38.0,female,0,Lavega,moreThan10,everyday,bottled,Y,cementWorking,working,Al Musa Hospital,Other,Other,1-2,other,4,0,rented,Y
3366,IT6TYcnLE9,single,Other,someHighSchool,18.4698345,-69.2832643,56.0,male,0,Lavega,moreThan10,everyday,bottled,,cementWorking,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,5,1,owned,Y
3367,cvtv6mY3Gt,free_union,Ama de casa,lessThanprimary,18.4693366,-69.2830017,65.0,female,0,Lavega,moreThan10,everyday,bottled,Y,cementWorking,working,Al Musa Hospital,Other,Roads,1-2,other,4,0,owned,
3368,PwzEcQzTDV,free_union,Other,lessThanprimary,18.4693719,-69.2829886,63.0,male,0,Lavega,moreThan10,everyday,bottled,,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,4,0,owned,Y
3369,mCGxKJGnrM,single,Ama de casa,,18.4687628,-69.2831013,39.0,female,0,Lavega,moreThan10,everyday,bottled,,cementPoor,poor,Other,Other,Other,1-2,street,4,0,owned,Y
3370,aF6uSA3FTH,free_union,Other,lessThanprimary,18.4693745,-69.2830062,43.0,male,0,Lavega,moreThan10,Never,bottled,N,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,6,0,owned,N
3371,Ryz8cRUjvT,widow,Other,primary,18.4687628,-69.2831013,60.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,,cementWorking,working,Al Musa Hospital,Other,Roads,1-2,street,4,0,owned,Y
3372,LINJHEr8cm,free_union,No trabaja,primary,18.4687758,-69.2831103,59.0,male,0,Lavega,5-10,everyday,bottled,Y,cementWorking,working,Al Musa Hospital,Other,Roads,1-2,street,3,1,rented,Y
3373,5X4AP92Fr9,free_union,Ama de casa,lessThanprimary,18.4685443,-69.28312079999999,43.0,female,0,Lavega,moreThan10,everyday,bottled,,cementPoor,working,Al Musa Hospital,Al Musa Hospital,Roads,1-2,street,6,1,owned,Y
3374,05cQNBE0Yk,free_union,Ama de casa,someHighSchool,18.4685142,-69.28312170000001,19.0,female,0,Lavega,3-4,everyday,bottled,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,5,5,rented,
3375,aXyE9XywNG,married,Comerciante,lessThanprimary,18.4698475,-69.282979,77.0,male,0,Lavega,moreThan10,everyday,bottled,,cementWorking,working,Other,Other,Roads,1-2,other,3,0,owned,Y
3376,UyYintlsH3,single,Other,lessThanprimary,18.4699275,-69.2829854,46.0,male,0,Lavega,moreThan10,everyday,bottled,,cementPoor,poor,Al Musa Hospital,Other,Roads,1-2,street,3,0,rented,Y
3377,o2fT2W85ED,single,Ama de casa,lessThanprimary,18.4699423,-69.28300240000002,68.0,female,0,Lavega,5-10,2-3AWeek,bottled,,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Roads,1-2,street,3,0,owned,Y
3378,ymRu95gBZl,single,Other,lessThanprimary,18.4643604,-69.2895023,72.0,male,0,Lavega,moreThan10,1AWeek,bottled,,cementWorking,poor,Other,Other,Garbage,1-2,other,1,0,owned,Y
3379,eZAZ2OsSEe,single,Ninguna,lessThanprimary,18.4641254,-69.28935849999999,64.0,male,0,Lavega,moreThan10,everyday,bottled,,cementWorking,poor,Other,Al Musa Hospital,Water,1-2,outside house,5,2,owned,Y
3380,7qURJkwcPq,free_union,Other,someHighSchool,18.4639309,-69.2893629,36.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,,cementWorking,poor,Clinic,Other,Other,1-2,outside house,4,1,owned,Y
3381,QZsCNQx1Sp,married,Other,someHighSchool,18.4638856,-69.2892605,58.0,male,0,Lavega,lessThan1,2-3AWeek,bottled,,cementPoor,working,Other,Al Musa Hospital,Garbage,1-2,outside house,6,1,owned,Y
3382,zFhHVxbFG8,single,Other,someHighSchool,18.4639436,-69.2893848,54.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,4,0,owned,Y
3383,sCOBnSvuIm,single,Other,,18.4639475,-69.2891249,77.0,male,0,Lavega,moreThan10,1AWeek,bottled,Y,cementWorking,working,Other,Other,Roads,1-2,other,6,1,owned,Y
3384,7YC9fQAcDo,single,Other,lessThanprimary,18.4639507,-69.2889993,58.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,,,poor,Clinic,Other,Other,1-2,outside house,4,0,owned,Y
3385,5xX5bi0c3G,free_union,No trabaja,lessThanprimary,18.4639857,-69.28880040000001,70.0,male,0,Lavega,moreThan10,2-3AWeek,bottled,,cementPoor,poor,Other,Other,Roads,1-2,outside house,2,0,owned,Y
3386,Ixs0t1Jtdd,married,Ama de casa,lessThanprimary,18.4639484,-69.28862290000001,61.0,female,0,Lavega,moreThan10,everyday,bottled,,cementWorking,working,Other,Other,Other,1-2,other,3,0,owned,Y
3387,MBepIhA4pP,free_union,Other,lessThanprimary,18.4639774,-69.28836820000001,74.0,male,0,Lavega,moreThan10,2-3AWeek,bottled,Y,cementPoor,poor,Clinic,Other,Roads,1-2,outside house,4,1,rented,Y
3388,klu3eSuDcd,free_union,Ama de casa,lessThanprimary,18.4641221,-69.288457,44.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,Y,cementPoor,poor,Other,Al Musa Hospital,Roads,1-2,street,4,1,rented,
3389,TvsR2YBos6,free_union,Other,lessThanprimary,18.4641184,-69.28843990000001,59.0,female,0,Lavega,moreThan10,everyday,bottled,Y,cementWorking,,Other,Other,Roads,1-2,other,4,0,owned,
3390,ueJRoHk5cF,married,Other,lessThanprimary,18.4641526,-69.288426,58.0,male,0,Lavega,moreThan10,everyday,bottled,,cementWorking,working,Al Musa Hospital,Other,Roads,1-2,other,3,0,owned,Y
3391,75EA16LeNE,single,Ama de casa,lessThanprimary,18.4642065,-69.2884423,70.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,,cementPoor,working,Clinic,Other,Roads,1-2,street,3,1,owned,Y
3392,NjcChThSb6,single,Other,,18.4642159,-69.2884095,24.0,male,0,Lavega,moreThan10,everyday,bottled,,cementWorking,working,Al Musa Hospital,Other,Roads,1-2,other,1,0,rented,Y
3393,GIaQIM8yfZ,single,Other,someHighSchool,18.4642882,-69.28844090000001,46.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,,cementPoor,poor,Other,Al Musa Hospital,Garbage,1-2,street,6,0,owned,Y
3394,MQrSZt07Ys,widow,Ama de casa,lessThanprimary,18.4645857,-69.2861851,64.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,,cementPoor,poor,Al Musa Hospital,Other,Roads,1-2,street,1,0,owned,Y
3395,dFm7UYlDDB,married,Comerciante,lessThanprimary,18.4641803,-69.28842409999999,47.0,male,0,Lavega,moreThan10,1AWeek,bottled,,cementWorking,working,Al Musa Hospital,Other,Roads,1-2,other,1,0,owned,Y
3396,JybaHGZxeP,single,Other,someCollege,18.4644658,-69.2881026,44.0,female,0,Lavega,moreThan10,everyday,bottled,,cementWorking,working,Other,Other,Garbage,1-2,other,2,0,rented,Y
3397,pYWA67CZI9,married,Ninguna,lessThanprimary,18.4645878,-69.28809090000001,71.0,male,0,Lavega,moreThan10,2-3AWeek,bottled,,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,1,0,owned,Y
3398,wQFpodEoKA,widow,Ama de casa,lessThanprimary,18.4644782,-69.28810990000001,88.0,female,0,Lavega,moreThan10,everyday,bottled,,cementWorking,working,Other,Other,Roads,1-2,other,3,1,owned,Y
3399,JW4IdlYQW9,married,Ama de casa,lessThanprimary,18.4645439,-69.2880525,48.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,Y,cementPoor,working,Clinic,Clinic,Water,1-2,street,3,0,owned,
3400,kBPlvcCHD8,married,Other,,18.4645404,-69.28787120000001,74.0,female,0,Lavega,moreThan10,everyday,bottled,,cementWorking,working,Other,Other,Roads,1-2,other,5,0,owned,Y
3401,HMxTOiet2E,married,No trabaja,lessThanprimary,18.464466,-69.28778659999999,26.0,male,0,Lavega,moreThan10,2-3AWeek,bottled,,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,5,0,owned,Y
3402,mi9tCX86tz,single,Ama de casa,,18.4644511,-69.2876895,38.0,female,0,Lavega,5-10,everyday,bottled,,cementWorking,working,Al Musa Hospital,Other,Roads,1-2,other,6,2,rented,Y
3403,GQViuz8QGi,single,Ninguna,lessThanprimary,18.500245,-69.2529132,74.0,male,0,Lavega,moreThan10,2-3AWeek,bottled,,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Water,1-2,street,1,0,rented,Y
3404,ArKNFVNaDx,free_union,Ama de casa,lessThanprimary,18.500245,-69.2529132,41.0,female,0,Lavega,5-10,2-3AWeek,bottled,,cementWorking,working,Other,Other,Garbage,1-2,street,4,1,rented,Y
3405,IBkLBvpBVf,single,Other,lessThanprimary,18.4646512,-69.2882226,71.0,male,0,Lavega,moreThan10,2-3AWeek,bottled,,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Other,1-2,street,1,0,owned,Y
3406,9XHnGmwBgB,single,Other,lessThanprimary,18.4647177,-69.28815920000001,66.0,male,0,Lavega,moreThan10,everyday,bottled,,cementWorking,working,Al Musa Hospital,Other,Roads,1-2,other,2,0,owned,Y
3407,B5zClHr2lp,married,Ama de casa,highschool,18.464533,-69.2875738,20.0,female,0,Lavega,lessThan1,everyday,bottled,Y,cementPoor,working,Al Musa Hospital,Other,Roads,0,street,2,0,rented,
3408,plstcbI13j,single,Other,lessThanprimary,18.4649508,-69.2875894,75.0,male,0,Lavega,5-10,2-3AWeek,bottled,N,cementPoor,poor,Other,Other,Garbage,1-2,street,1,0,owned,N
3409,y5McOhgU2A,free_union,Other,lessThanprimary,18.4649508,-69.2875894,37.0,female,0,Lavega,moreThan10,everyday,bottled,Y,cementPoor,working,Other,Other,Roads,1-2,other,5,0,rented,Y
3410,DYZjmOMDfU,married,Ama de casa,lessThanprimary,18.4644814,-69.28768740000001,64.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,,,,Al Musa Hospital,Al Musa Hospital,Other,1-2,street,4,0,,Y
3411,CTtaraC4Nw,free_union,Other,highschool,18.4634078,-69.2879254,45.0,female,0,Lavega,lessThan1,4-6AWeek,bottled,Y,cementWorking,poor,Other,Other,Unemployment,1-2,street,3,0,rented,N
3412,g2Xi8Md8BR,married,Other,lessThanprimary,18.4638718,-69.2880828,64.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,Y,cementPoor,poor,Other,Other,Roads,1-2,street,1,0,owned,
3413,YFgGU6AwE0,free_union,Other,highschool,18.4638333,-69.2881093,33.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,Y,cementPoor,poor,Other,Other,Other,1-2,street,4,1,owned,Y
3414,2NFRsKiDeF,single,Other,lessThanprimary,18.463231,-69.2878895,54.0,female,0,Lavega,moreThan10,everyday,bottled,,cementPoor,working,Other,Other,Other,1-2,other,11,3,owned,Y
3415,2J9nne8FHx,free_union,Ama de casa,college,18.4629663,-69.2878051,27.0,female,0,Lavega,lessThan1,2-3AWeek,bottled,,cementWorking,working,Al Musa Hospital,Other,Roads,1-2,street,3,0,rented,Y
3416,2Hj3vEImUj,single,Ama de casa,lessThanprimary,18.4543681,-69.2973724,46.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Other,1-2,street,8,3,owned,Y
3417,LJEkOOp6lD,free_union,Ama de casa,highschool,18.4543681,-69.2973724,26.0,female,0,Lavega,3-4,2-3AWeek,bottled,,cementPoor,working,Other,Other,Roads,1-2,street,4,2,rented,Y
3418,CvPOt1uv7C,single,Ama de casa,someHighSchool,18.462957,-69.2878691,31.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,8,3,owned,Y
3419,FSrQlggVKc,free_union,Ama de casa,college,18.4629972,-69.287553,25.0,female,0,Lavega,lessThan1,everyday,bottled,,cementWorking,working,Other,Other,Roads,1-2,other,5,3,rented,Y
3420,A1N2fPovYI,single,Other,college,18.4630142,-69.2876819,26.0,female,0,Lavega,moreThan10,everyday,bottled,,cementWorking,working,Other,Other,Roads,1-2,other,2,1,rented,Y
3421,RXWbkQ65CJ,married,No trabaja,highschool,18.4626603,-69.2873257,72.0,male,0,Lavega,moreThan10,2-3AWeek,bottled,,cementPoor,poor,Other,Other,Lighting,1-2,street,1,0,owned,Y
3422,7Jgogz1S4j,widow,Ama de casa,lessThanprimary,18.46331,-69.2862762,77.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,,cementPoor,working,Al Musa Hospital,Al Musa Hospital,Other,1-2,street,7,1,owned,Y
3423,czFddH1vBi,free_union,Ama de casa,lessThanprimary,18.4632781,-69.28625629999999,56.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,Y,cementPoor,poor,Other,Other,Other,1-2,street,6,1,owned,
3424,2O23tVRhl7,single,Other,lessThanprimary,18.46331,-69.2862762,73.0,male,0,Lavega,moreThan10,Never,bottled,Y,cementPoor,poor,Other,Other,Water,1-2,street,3,0,owned,
3425,SHzdMU2ze8,single,No trabaja,lessThanprimary,18.4630744,-69.2872618,74.0,male,0,Lavega,moreThan10,2-3AWeek,bottled,N,cementPoor,poor,Other,Other,Roads,1-2,street,2,0,owned,N
3426,OHF9NT5uN8,single,Ama de casa,lessThanprimary,18.4630288,-69.28716419999999,66.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,,cementWorking,poor,Other,Other,Garbage,1-2,street,4,0,owned,Y
3427,yjJUmyMLzQ,single,Ama de casa,lessThanprimary,18.4630152,-69.2872256,62.0,female,0,Lavega,moreThan10,everyday,bottled,Y,cementPoor,poor,Al Musa Hospital,Other,Roads,1-2,other,1,0,owned,
3428,WQOZAaOCEs,free_union,Ama de casa,lessThanprimary,18.500245,-69.2529132,55.0,female,0,Lavega,5-10,2-3AWeek,bottled,,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,3,0,owned,Y
3429,FhgldygWCb,free_union,Ama de casa,lessThanprimary,18.4652282,-69.28642099999999,48.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,Y,cementPoor,poor,Other,Other,Roads,1-2,street,4,0,owned,
3430,64afOXeRYI,single,Ama de casa,lessThanprimary,18.4634044,-69.28667709999999,49.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,Y,dirtWorking,working,Other,Other,Other,1-2,street,7,1,owned,
3431,4uIG1G8Zu0,free_union,Ama de casa,lessThanprimary,18.4634011,-69.2879317,35.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,,dirtPoor,poor,Other,Other,Roads,1-2,street,5,0,owned,Y
3432,U0ImuKFwZM,free_union,Other,lessThanprimary,18.4637866,-69.2881436,40.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,Y,cementPoor,working,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,2,0,owned,
3433,9P1HJSwU8u,free_union,Ama de casa,someHighSchool,18.4634011,-69.2879317,19.0,female,0,Lavega,5-10,2-3AWeek,bottled,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Other,1-2,street,3,1,owned,
3434,eg5kDsTW5T,single,Other,lessThanprimary,18.463693600000006,-69.2876101,35.0,male,0,Lavega,lessThan1,everyday,bottled,Y,cementWorking,working,Other,Other,Roads,1-2,outside house,1,0,rented,
3435,hTs5nuDfRU,free_union,Other,,18.4635813,-69.2880122,51.0,male,0,Lavega,moreThan10,everyday,bottled,Y,cementWorking,working,Al Musa Hospital,Other,Other,1-2,other,3,1,owned,
3436,pphYOuhvNP,single,Other,someHighSchool,18.4637581,-69.2881791,25.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,,cementPoor,poor,Al Musa Hospital,Other,Roads,1-2,street,4,1,rented,
3437,gtakb1tRRQ,single,Other,lessThanprimary,18.4632309,-69.2878895,64.0,female,0,Lavega,5-10,everyday,bottled,,cementWorking,working,Al Musa Hospital,Other,Roads,1-2,other,1,0,rented,Y
3438,h4lWLvZBbG,single,Ama de casa,lessThanprimary,18.4639774,-69.28836820000001,32.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Other,1-2,street,5,0,rented,
3439,9o7Fepk6ko,widow,Other,lessThanprimary,18.4630152,-69.2872256,80.0,female,0,Lavega,moreThan10,everyday,bottled,Y,cementPoor,poor,Al Musa Hospital,Other,Roads,1-2,other,1,0,owned,
3440,edqiY62X4i,single,Ama de casa,lessThanprimary,18.4634044,-69.28667709999999,71.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,Y,cementPoor,poor,Al Musa Hospital,Other,Roads,1-2,street,2,0,owned,Y
3441,o8OxXzOEiG,widow,Other,lessThanprimary,18.46331,-69.2862762,87.0,female,0,Lavega,moreThan10,everyday,bottled,,cementWorking,working,Other,Other,Water,1-2,other,4,0,owned,Y
3442,DrBc4j4cH9,single,Other,lessThanprimary,18.46331,-69.2862762,75.0,male,0,Lavega,moreThan10,2-3AWeek,bottled,Y,cementPoor,poor,Other,Other,Other,1-2,street,1,0,owned,Y
3443,ppFNFn8FCw,single,Other,someHighSchool,18.46331,-69.2862762,64.0,male,0,Lavega,moreThan10,2-3AWeek,bottled,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,1,0,rented,
3444,awitpDmF21,single,Other,someHighSchool,18.4630931,-69.2860965,58.0,male,0,Lavega,moreThan10,everyday,bottled,,cementWorking,working,Al Musa Hospital,Other,Roads,1-2,other,3,0,owned,Y
3445,vomYoxil0T,free_union,Ama de casa,someHighSchool,18.46331,-69.2862762,22.0,female,0,Lavega,lessThan1,2-3AWeek,bottled,Y,cementWorking,poor,Al Musa Hospital,Ramon Santana Hospital,Roads,1-2,street,3,1,rented,Y
3446,9J0GxCPKui,free_union,Ama de casa,highschool,18.4646926,-69.28563879999999,25.0,female,0,Lavega,5-10,2-3AWeek,bottled,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Other,1-2,street,3,1,rented,
3447,eaEyzIS7py,free_union,Other,highschool,18.4633001,-69.286332,49.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,Y,cementPoor,working,Other,Other,Other,1-2,street,2,0,rented,
3448,BgVZBSArrJ,free_union,Ama de casa,lessThanprimary,18.4632734,-69.2863553,23.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,Y,cementPoor,working,Al Musa Hospital,Al Musa Hospital,Other,1-2,street,4,2,rented,
3449,UAMMQ39Y2C,married,Other,,18.463216600000006,-69.2861922,41.0,male,0,Lavega,moreThan10,everyday,bottled,,cementWorking,working,Other,Other,Other,1-2,outside house,6,0,rented,Y
3450,Y86iR6SWhs,single,Other,lessThanprimary,18.463256,-69.28631259999999,71.0,female,0,Lavega,moreThan10,2-3AWeek,bottled,Y,cementPoor,poor,Other,Other,Roads,1-2,street,4,0,owned,Y
3451,9l0Q3J0uhn,free_union,Other,lessThanprimary,18.46331,-69.2862762,31.0,female,0,Lavega,5-10,2-3AWeek,bottled,Y,cementPoor,working,Al Musa Hospital,Al Musa Hospital,Garbage,1-2,street,4,2,rented,
