objectId,yearsLivedinthecommunity,yearsLivedinThisHouse,waterAccess,typeofWaterdoyoudrink,latrineAccess,clinicAccess,conditionoFloorinyourhouse,conditionoRoofinyourhouse,medicalproblemswheredoyougo,dentalproblemswheredoyougo,biggestproblemofcommunity,timesperweektrashcollected,wheretrashleftbetweenpickups,numberofIndividualsLivingintheHouse,numberofChildrenLivinginHouseUndertheAgeof5,houseownership,bathroomAccess,stoveType,latitude,longitude
dwsLUpTn3V,moreThan10,moreThan10,2-3AWeek,bottled,,N,cementPoor,working,Other,Other,Garbage,1,street,4,0,owned,Y,,0,0
LBcDQQ8sZ7,moreThan10,moreThan10,2-3AWeek,bottled,,N,cementWorking,working,Other,Other,Health,1,street,6,0,owned,Y,,0,0
VA4awj4IVF,moreThan10,moreThan10,2-3AWeek,tap,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Roads,1,street,4,0,rented,,,0,0
FdxZ1RyfLY,moreThan10,moreThan10,2-3AWeek,bottled,,N,cementWorking,working,Other,Other,Unemployment,1,street,2,0,owned,Y,,0,0
o3NSGsdeCe,moreThan10,moreThan10,2-3AWeek,bottled,,N,cementWorking,working,Other,Other,Lighting,1,street,2,0,owned,Y,,0,0
6AHpBHFBHB,lessThan1,lessThan1,everyday,bottled,,N,cementWorking,working,Al Musa Hospital,Other,Garbage,1,street,6,1,rented,Y,,0,0
dZAdjBCDov,moreThan10,moreThan10,2-3AWeek,bottled,,N,cementWorking,working,Other,Other,Unemployment,1,street,5,1,owned,Y,,0,0
QCB7JXQ9WM,1_2,3_4,,tap,,N,,,Other,Other,Water,0,outside house,4,0,,,,0,0
QCB7JXQ9WM,,,,filtered,N,,,working,Other,Other,Other,5,outside house,5,5,owned,N,,0,0
cNEp1F1dXH,5_10,5_10,Never,bottled,N,N,cementWorking,working,Clinic,Other,Garbage,1,other,3,1,owned,N,,0,0
QkF4XtCeC0,moreThan10,moreThan10,2-3AWeek,bottled,Y,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1,street,2,0,owned,,,0,0
x5vPOD7rYW,1_2,1_2,2-3AWeek,bottled,N,N,cementPoor,working,Al Musa Hospital,Al Musa Hospital,Water,1,other,5,1,owned,N,,0,0
gbMd5F1RuI,lessThan1,lessThan1,1AMonth,bottled,,Y,cementPoor,working,Other,Other,Water,0,other,4,0,owned,Y,,0,0
6fAfnr3H6q,moreThan10,moreThan10,2-3AWeek,bottled,N,N,cementPoor,poor,Other,Other,Roads,1,other,1,0,owned,N,,0,0
wdr60B0ENI,moreThan10,1_2,2-3AWeek,bottled,Y,N,cementWorking,working,Other,Other,Roads,1,other,4,2,rented,,,0,0
7uVPC4cthH,moreThan10,moreThan10,2-3AWeek,bottled,Y,N,cementWorking,working,Other Hospital,Clinic,Roads,1,other,4,0,owned,,,0,0
OKC4eP0nEj,moreThan10,moreThan10,1AMonth,bottled,,Y,cementPoor,poor,Other,Other,Other,0,burned,2,0,owned,Y,,0,0
LCEWJpLlNW,moreThan10,1_2,everyday,bottled,,Y,cementPoor,working,Al Musa Hospital,Al Musa Hospital,Garbage,1,street,4,0,rented,Y,,0,0
BFurpU0YfF,3_4,3_4,1AMonth,bottled,,Y,cementPoor,working,Al Musa Hospital,Other,Roads,0,other,3,0,owned,Y,,0,0
jTYTlhEErI,5_10,lessThan1,2-3AWeek,bottled,,Y,cementWorking,poor,Other,Other,Water,1,street,3,2,rented,Y,,0,0
PJMN2NPixs,5_10,3_4,2-3AWeek,bottled,N,N,cementPoor,poor,Al Musa Hospital,Other,Garbage,1,other,4,0,rented,N,,0,0
NvIzMzuGY1,lessThan1,lessThan1,everyday,bottled,N,N,dirtPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1,street,3,0,owned,N,,0,0
zC7M8RQBsx,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Other,1,other,5,3,rented,Y,,0,0
FUK57DyY1y,1_2,lessThan1,everyday,bottled,Y,N,cementPoor,poor,Other Hospital,Other,Lighting,1,other,3,1,rented,N,,0,0
9IoDFYexdw,moreThan10,moreThan10,everyday,bottled,,Y,cementPoor,working,Al Musa Hospital,Other,Other,1,other,2,0,owned,Y,,0,0
NC5zE7ynEj,moreThan10,lessThan1,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,1,street,3,1,rented,,,0,0
ZI2OZE4EtS,5_10,5_10,everyday,bottled,Y,N,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Lighting,1,other,4,1,owned,,,0,0
dwXmKGy7wO,moreThan10,moreThan10,1AMonth,bottled,,Y,cementWorking,poor,Other,Other,Roads,1,other,5,1,rented,Y,,0,0
AnWrxiGaD3,1_2,1_2,2-3AWeek,bottled,,N,cementWorking,working,Al Musa Hospital,Other,Roads,1,other,4,2,rented,Y,,0,0
W8iE7OoH7a,moreThan10,3_4,Never,bottled,,Y,cementWorking,working,Other,Other,Water,1,other,4,1,rented,Y,,0,0
pRRjjOSlJc,3_4,3_4,2-3AWeek,bottled,,Y,cementPoor,working,Other,Other,Water,1,street,7,2,owned,Y,,0,0
Di4o3ZaYXE,lessThan1,lessThan1,2-3AWeek,bottled,,N,cementPoor,working,Clinic,Clinic,Roads,1,other,7,2,owned,Y,,0,0
Di4o3ZaYXE,lessThan1,lessThan1,2-3AWeek,bottled,,N,cementPoor,working,Clinic,Clinic,Roads,1,other,7,2,owned,Y,,0,0
GhPWhcK2uY,moreThan10,moreThan10,Never,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Roads,0,other,4,0,owned,Y,,0,0
GhPWhcK2uY,moreThan10,moreThan10,Never,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Roads,0,other,4,0,owned,Y,,0,0
GhPWhcK2uY,moreThan10,moreThan10,Never,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Roads,0,other,4,0,owned,Y,,0,0
H1nl1Ygbc9,moreThan10,3_4,2-3AWeek,bottled,Y,N,cementPoor,poor,Al Musa Hospital,Other,Roads,1,other,8,1,owned,,,0,0
H1nl1Ygbc9,moreThan10,3_4,2-3AWeek,bottled,Y,N,cementPoor,poor,Al Musa Hospital,Other,Roads,1,other,8,1,owned,,,0,0
LDu60QESfz,moreThan10,moreThan10,2-3AWeek,tap,Y,Y,dirtWorking,poor,Other,Other,Roads,1,outside house,1,0,owned,,,0,0
PSUqYVhPBb,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementWorking,poor,Other Hospital,Other,Roads,1,outside house,2,0,owned,Y,,0,0
k5ZVFfa9Fu,moreThan10,moreThan10,2-3AWeek,bottled,N,Y,cementPoor,poor,Other,Other,Garbage,1,street,1,0,owned,N,,0,0
LUE2dmJHnT,moreThan10,moreThan10,2-3AWeek,bottled,,N,cementWorking,working,Al Musa Hospital,Other,Unemployment,0,burned,2,0,owned,Y,,0,0
8NDQ3QOjNg,moreThan10,moreThan10,Never,bottled,N,N,cementWorking,working,Other,Other,Water,0,burned,2,0,owned,N,,0,0
Wowg1uJpku,1_2,1_2,Never,bottled,Y,N,cementWorking,working,Al Musa Hospital,Other,Lighting,0,burned,3,2,owned,,,0,0
3PLqeVKQFs,1_2,1_2,everyday,bottled,,N,cementWorking,working,Other,Other,Lighting,0,burned,5,2,owned,Y,,0,0
nZYhFF5Nbu,moreThan10,moreThan10,2-3AWeek,bottled,Y,N,cementWorking,working,Other,Other,Lighting,0,burned,5,1,owned,,,0,0
nIG9r90Y93,moreThan10,moreThan10,everyday,bottled,,N,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,1,street,3,0,owned,Y,,0,0
pmFJARZ58D,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,working,Other,Al Musa Hospital,Lighting,1,street,3,1,owned,,,0,0
7FqzgDveCa,moreThan10,moreThan10,everyday,bottled,,N,cementWorking,working,Other,Other,Roads,1,street,7,0,owned,Y,,0,0
RXL44BvNsJ,1_2,1_2,2-3AWeek,bottled,,N,cementPoor,working,Other,Other,Water,1,outside house,5,2,rented,Y,,0,0
XFplP2QKdJ,moreThan10,moreThan10,everyday,bottled,,Y,cementPoor,poor,Other,Other,Water,0,burned,2,4,owned,Y,,0,0
7lUhHBCv21,lessThan1,lessThan1,1AMonth,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Garbage,1,other,2,0,owned,Y,,0,0
7prw30iRWE,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Water,1,street,6,1,owned,Y,,0,0
SpJ2xD0Zh5,3_4,lessThan1,2-3AWeek,bottled,Y,N,cementWorking,working,Other,Other,Other,1,other,4,2,rented,Y,,0,0
nN3NBDk2sB,moreThan10,moreThan10,2-3AWeek,bottled,,N,cementWorking,working,Other,Other,Roads,1,outside house,3,0,rented,Y,,0,0
CQWoiRFFgd,moreThan10,moreThan10,everyday,bottled,Y,N,dirtWorking,poor,Al Musa Hospital,Other,Other,0,other,7,1,owned,Y,,0,0
GsdncTght9,moreThan10,moreThan10,everyday,bottled,,Y,dirtWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,1,street,2,1,owned,Y,,0,0
fwS2iuYQuZ,moreThan10,moreThan10,Never,bottled,,Y,cementPoor,working,Al Musa Hospital,Other,Other,0,burned,5,0,owned,Y,,0,0
rw5wdYxjLN,5_10,5_10,Never,bottled,N,N,cementPoor,poor,Al Musa Hospital,Other,Water,0,other,2,0,owned,N,,0,0
OSLPIS11H9,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,0,burned,6,2,owned,Y,,0,0
XX0fIbB3Jg,5_10,5_10,Never,bottled,,Y,cementPoor,working,Al Musa Hospital,Other,Water,0,other,2,0,owned,Y,,0,0
njtRFm5Tvi,moreThan10,moreThan10,everyday,bottled,,N,dirtWorking,working,Al Musa Hospital,Other,Water,1,other,12,0,owned,Y,,0,0
rRahEkGKNd,moreThan10,moreThan10,everyday,bottled,,Y,cementPoor,working,Other,Other,Other,1,street,10,3,owned,Y,,0,0
HosXxrcLVo,3_4,3_4,Never,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Other,Water,0,other,2,0,owned,,,0,0
T4ZNFpOKuv,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,poor,Al Musa Hospital,Other,Roads,0,other,5,1,owned,Y,,0,0
4pgfHtsxFh,moreThan10,moreThan10,everyday,bottled,N,N,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,0,burned,1,0,owned,N,,0,0
0ILAUt2iZW,moreThan10,1_2,2-3AWeek,bottled,,Y,cementWorking,working,Other,Other,Garbage,0,burned,6,0,owned,Y,,0,0
kP6IasKzl8,moreThan10,5_10,1AWeek,bottled,Y,Y,dirtWorking,poor,Clinic,Other Hospital,Water,1,outside house,3,1,owned,N,,0,0
XlvDfVumOG,moreThan10,moreThan10,2-3AWeek,bottled,Y,N,cementPoor,poor,Al Musa Hospital,Other,Roads,0,burned,5,0,owned,Y,,0,0
RAPDzF5sE0,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Other,Other,Garbage,0,burned,4,0,owned,Y,,0,0
jG0TB05MAH,1_2,1_2,2-3AWeek,bottled,,Y,cementWorking,working,Other,Other,Water,0,burned,5,0,owned,Y,,0,0
UuMyUD9bfm,moreThan10,1_2,everyday,bottled,,Y,cementWorking,working,Other,Other,Garbage,0,burned,4,2,owned,Y,,0,0
E0JQG21P2r,5_10,5_10,Never,bottled,,N,cementWorking,working,Other,Other,Roads,1,street,1,0,owned,Y,,0,0
aN6djl96bm,1_2,1_2,everyday,bottled,,Y,cementPoor,working,Other,Other,Garbage,1,street,5,2,owned,Y,,0,0
OthZVdcWoR,3_4,3_4,2-3AWeek,bottled,,N,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Water,0,burned,4,0,owned,Y,,0,0
OthZVdcWoR,3_4,3_4,2-3AWeek,bottled,,N,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Water,0,burned,4,2,owned,Y,,0,0
UR4xH20LV9,lessThan1,lessThan1,2-3AWeek,bottled,,Y,cementWorking,working,Other,Other,Unemployment,0,burned,4,0,rented,Y,,0,0
g5wOTtEITF,moreThan10,moreThan10,everyday,bottled,,N,cementWorking,working,Al Musa Hospital,Other,Roads,0,burned,6,0,owned,Y,,0,0
P7ZpDPRx7F,moreThan10,5_10,everyday,bottled,,N,dirtPoor,working,Al Musa Hospital,Al Musa Hospital,Unemployment,0,burned,1,0,owned,Y,,0,0
mDpXVnaCFM,5_10,5_10,Never,bottled,,Y,cementPoor,working,Al Musa Hospital,Other,Lighting,0,burned,3,0,owned,Y,,0,0
GiF06L6e5L,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementWorking,poor,Other,Other,Unemployment,0,burned,4,1,owned,Y,,0,0
Hj4DLHoqii,moreThan10,moreThan10,2-3AWeek,tap,Y,Y,dirtPoor,poor,Other Hospital,Other Hospital,Other,1,outside house,1,0,owned,,,0,0
dlnN1ZHrEh,moreThan10,moreThan10,,bottled,Y,Y,,poor,Other Hospital,Other Hospital,Water,1,outside house,3,1,owned,,,0,0
PhquALlX4G,moreThan10,1_2,Never,bottled,,Y,cementWorking,working,Clinic,Other Hospital,Water,1,street,5,0,owned,Y,,0,0
56bCoZiA2R,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementWorking,working,Other,Other,Roads,1,street,3,0,owned,Y,,0,0
56bCoZiA2R,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementWorking,working,Other,Other,Roads,1,street,3,0,owned,Y,,0,0
d8Co0VENhy,5_10,5_10,2-3AWeek,bottled,,Y,cementWorking,working,Other,Dentist,Roads,1,street,4,1,owned,Y,,0,0
Ozexn0GeIl,5_10,5_10,2-3AWeek,bottled,,Y,cementWorking,working,Other Hospital,Dentist,Roads,1,other,4,0,owned,Y,,0,0
XsrAiAmxrG,5_10,5_10,2-3AWeek,bottled,,Y,cementWorking,working,Other Hospital,Dentist,Roads,1,street,4,1,owned,Y,,0,0
QqHEyfqcee,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementWorking,working,Other,Dentist,Roads,1,street,3,0,rented,Y,,0,0
pS9DBTqrlo,moreThan10,moreThan10,everyday,bottled,,N,cementWorking,poor,Al Musa Hospital,Al Musa Hospital,Water,0,other,3,0,owned,Y,,0,0
2A3xaICY17,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,poor,Al Musa Hospital,Other,Lighting,0,burned,6,0,rented,Y,,0,0
P5pZZzDxF4,moreThan10,moreThan10,2-3AWeek,bottled,,N,cementWorking,working,Other,Al Musa Hospital,Lighting,1,street,3,0,owned,Y,,0,0
mLCFj6793K,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementWorking,working,Other,Other,Unemployment,1,street,3,0,owned,Y,,0,0
pQRmvUPmlh,moreThan10,moreThan10,1AMonth,bottled,,Y,cementPoor,working,Other,Other,Lighting,1,other,2,0,owned,Y,,0,0
dTgdsZY36Z,moreThan10,moreThan10,1AWeek,tap,Y,Y,cementPoor,working,Other Hospital,Other Hospital,Water,1,outside house,4,0,owned,,,0,0
zVyVRrcCMh,moreThan10,moreThan10,1AWeek,tap,,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1,outside house,4,1,owned,Y,,0,0
zsMfGXZDGp,5_10,5_10,Never,bottled,Y,Y,cementWorking,poor,Other,Other,Garbage,0,burned,2,0,owned,,,0,0
Qffwtgiwh1,moreThan10,5_10,,bottled,,Y,cementWorking,working,Other Hospital,Clinic,Water,1,outside house,3,2,owned,Y,,0,0
oxcdBiKiLE,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementWorking,working,Other,Other,Unemployment,1,street,4,0,owned,Y,,0,0
mhYqPSxmLS,5_10,1_2,,tap,Y,Y,cementPoor,poor,Clinic,Other Hospital,Water,1,outside house,2,0,rented,,,0,0
pFRyzOQu8x,5_10,5_10,everyday,bottled,,N,cementWorking,working,Other,Other,Water,1,other,3,0,rented,Y,,0,0
D9z6STlC4z,moreThan10,moreThan10,2-3AWeek,tap,Y,Y,cementPoor,working,Other Hospital,Other Hospital,Roads,1,other,3,0,owned,,,0,0
ftLoPtPmqU,moreThan10,moreThan10,2-3AWeek,tap,Y,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1,outside house,3,0,owned,,,0,0
TosCgO8AUQ,moreThan10,moreThan10,2-3AWeek,tap,Y,Y,cementPoor,poor,Other,Other Hospital,Roads,1,street,5,1,owned,,,0,0
HvfEc3wBKy,moreThan10,5_10,2-3AWeek,tap,Y,Y,cementWorking,working,Other Hospital,Other,Other,1,other,2,0,owned,,,0,0
G105ETv0uN,5_10,5_10,everyday,bottled,,Y,cementWorking,working,Other,Other,Lighting,2,other,3,0,rented,Y,,0,0
TmjGnF8kmx,moreThan10,moreThan10,,bottled,,Y,cementPoor,working,Clinic,Clinic,Other,1,outside house,3,0,owned,Y,,0,0
cRYoySX8FG,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementWorking,working,Other Hospital,Dentist,Other,1,other,7,0,owned,Y,,0,0
huFKKvJwyP,moreThan10,moreThan10,1AWeek,bottled,,Y,cementWorking,working,Clinic,Dentist,Other,1,other,5,0,owned,Y,,0,0
eXrM9BMEfJ,5_10,5_10,,tap,,Y,cementPoor,poor,Other Hospital,Other Hospital,Roads,1,outside house,3,0,owned,Y,,0,0
xpGBsxfiQ0,5_10,5_10,1AWeek,tap,,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1,outside house,4,2,owned,Y,,0,0
63dy8VHtYz,moreThan10,moreThan10,2-3AWeek,tap,Y,Y,cementWorking,working,Other Hospital,Other Hospital,Other,1,other,5,0,owned,,,0,0
k0YfQNpb2T,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementWorking,working,Other,Other,Lighting,1,street,6,1,owned,Y,,0,0
jwPG5Ja1xq,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementWorking,working,Other,Other,Garbage,0,other,4,0,owned,Y,,0,0
klIIyz0y4i,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other,Other,Water,0,burned,5,1,owned,,,0,0
I6HHwVGMl6,moreThan10,moreThan10,2-3AWeek,bottled,N,Y,dirtPoor,poor,Other,Other,Garbage,1,street,4,1,owned,N,,0,0
A7OEjSpwK1,moreThan10,lessThan1,everyday,bottled,,Y,cementPoor,working,Other,Al Musa Hospital,Garbage,0,other,4,2,rented,Y,,0,0
8YELcW0keM,moreThan10,3_4,2-3AWeek,bottled,,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Other,1,other,5,1,rented,Y,,0,0
2na0iypGK5,moreThan10,moreThan10,2-3AWeek,bottled,Y,Y,cementPoor,poor,Al Musa Hospital,Other,Unemployment,1,street,2,0,owned,Y,,0,0
zGyRtxjyMb,moreThan10,3_4,2-3AWeek,bottled,,Y,cementPoor,working,Other,Clinic,Water,1,street,5,0,rented,Y,,0,0
zGyRtxjyMb,moreThan10,3_4,2-3AWeek,bottled,,Y,cementPoor,working,Other,Clinic,Water,1,street,5,0,rented,Y,,0,0
ofO34WjwBU,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other,Other,Garbage,0,other,1,0,owned,,,0,0
YyoC9xpEGf,moreThan10,,2-3AWeek,bottled,,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,1,street,4,0,owned,Y,,0,0
GadgX8014D,moreThan10,5_10,2-3AWeek,bottled,,Y,cementPoor,working,Other,Other,Roads,1,street,2,0,rented,Y,,0,0
uem5jyDXAQ,moreThan10,moreThan10,2-3AWeek,bottled,Y,Y,cementPoor,poor,Other,Other,Health,0,other,5,0,owned,,,0,0
CwGgvpTq2K,3_4,lessThan1,everyday,bottled,,Y,cementWorking,working,Other,Other,Roads,1,street,5,1,owned,Y,,0,0
6LPPO5AQiv,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Roads,1,other,5,1,rented,,,0,0
wipPiLHlCk,5_10,1_2,2-3AWeek,bottled,,Y,cementWorking,working,Other,Other,Other,1,street,4,2,rented,Y,,0,0
BMtatBIoA3,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementPoor,poor,Other,Other,Lighting,1,other,4,1,owned,Y,,0,0
UXlJU0FoiT,lessThan1,lessThan1,everyday,bottled,,Y,cementWorking,working,Other,Other,Garbage,1,other,2,1,rented,Y,,0,0
YKYyUkZNKD,moreThan10,moreThan10,2-3AWeek,bottled,,Y,,,Clinic,Other,Unemployment,1,outside house,4,0,,Y,,0,0
KuxxmA0GHS,moreThan10,moreThan10,2-3AWeek,bottled,,N,cementWorking,working,Other,Other,Water,1,street,1,0,,Y,,0,0
WlCO1dxFhs,5_10,5_10,2-3AWeek,bottled,,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Unemployment,1,street,4,1,owned,Y,,0,0
slwWX19T4i,moreThan10,moreThan10,2-3AWeek,bottled,N,Y,dirtWorking,poor,Other,Other,Garbage,1,street,1,0,owned,N,,0,0
REE8tz3J7t,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Other,Other,Garbage,1,other,1,0,rented,Y,,0,0
SJwFfLqooR,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementWorking,working,Other,Other,Lighting,1,street,2,0,rented,Y,,0,0
GoOpRR6CRw,moreThan10,moreThan10,everyday,bottled,,Y,dirtPoor,working,Al Musa Hospital,Other,Other,1,other,2,0,owned,Y,,0,0
ZICvgR75F7,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1,street,5,1,owned,Y,,0,0
3JHs3JksE8,moreThan10,moreThan10,2-3AWeek,bottled,Y,Y,cementWorking,working,Other,Other,Lighting,1,outside house,2,0,owned,Y,,0,0
vMcqiMiuAM,moreThan10,moreThan10,2-3AWeek,bottled,N,Y,cementWorking,working,Other,Other,Water,1,outside house,1,0,owned,N,,0,0
gtFMqe9bAL,moreThan10,moreThan10,everyday,bottled,,Y,cementPoor,working,Other,Other,Lighting,1,other,2,0,owned,Y,,0,0
eCWa1D2Wll,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1,street,5,1,owned,Y,,0,0
PhhzS3UUTJ,3_4,3_4,2-3AWeek,bottled,,Y,cementPoor,poor,Clinic,Clinic,Unemployment,1,street,3,0,owned,Y,,0,0
u1xC1YEFFY,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Lighting,1,other,4,1,owned,Y,,0,0
sfHc3Mwqnq,moreThan10,moreThan10,1AWeek,bottled,,Y,cementWorking,working,Clinic,Clinic,Lighting,1,street,6,2,owned,Y,,0,0
0G5MioaiFK,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Other,Other,Lighting,1,other,4,1,owned,Y,,0,0
hxltRbWI9S,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,1,street,1,0,rented,Y,,0,0
PqXsUufa9x,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Lighting,1,street,3,0,owned,Y,,0,0
gQFrQStC7W,moreThan10,moreThan10,everyday,bottled,N,Y,cementWorking,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1,sidewalk,6,0,owned,N,,0,0
BmFjEKwcHG,moreThan10,3_4,2-3AWeek,bottled,Y,Y,cementPoor,poor,Clinic,Al Musa Hospital,Lighting,1,other,4,1,owned,Y,,0,0
a64TdGV6Yp,moreThan10,moreThan10,2-3AWeek,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Other,Lighting,1,street,2,0,owned,,,0,0
WhW9FuBIaf,moreThan10,moreThan10,2-3AWeek,bottled,N,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Other,1,street,3,0,owned,N,,0,0
zmMzUe1EWy,moreThan10,1_2,2-3AWeek,bottled,,Y,cementPoor,working,Al Musa Hospital,Clinic,Unemployment,1,street,3,1,rented,Y,,0,0
0UznL5gPU4,moreThan10,5_10,everyday,bottled,,Y,cementPoor,working,Al Musa Hospital,Other,Other,1,other,1,0,owned,Y,,0,0
0UznL5gPU4,moreThan10,5_10,everyday,bottled,,Y,cementPoor,working,Al Musa Hospital,Other,Other,1,other,1,0,owned,Y,,0,0
HSAPxjutx0,moreThan10,moreThan10,2-3AWeek,bottled,Y,Y,cementPoor,working,Clinic,Clinic,Lighting,1,other,3,2,rented,Y,,0,0
nKfii4Docs,moreThan10,moreThan10,2-3AWeek,bottled,Y,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Water,1,street,2,0,owned,,,0,0
MLzN3iyikA,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Other,Other,Other,0,other,4,0,owned,Y,,0,0
IPo9C6RJDo,moreThan10,moreThan10,2-3AWeek,bottled,Y,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1,street,4,0,owned,,,0,0
fCrP7cYcAS,moreThan10,moreThan10,2-3AWeek,bottled,Y,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1,outside house,6,3,owned,,,0,0
fCrP7cYcAS,moreThan10,moreThan10,2-3AWeek,bottled,Y,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1,outside house,6,3,owned,,,0,0
ZQDbCMuVWj,moreThan10,moreThan10,2-3AWeek,bottled,Y,N,cementWorking,working,Other,Other,Roads,1,street,3,0,rented,,,0,0
vPJfsaukiN,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Other,Other,Roads,0,other,5,2,owned,Y,,0,0
2JlHhxolNh,moreThan10,moreThan10,1AWeek,bottled,Y,N,cementPoor,poor,Other,Other,Other,1,street,2,0,owned,,,0,0
HmQAaGh6W8,moreThan10,moreThan10,2-3AWeek,bottled,N,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1,outside house,6,3,owned,N,,0,0
kLup9BykZu,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1,street,2,0,rented,Y,,0,0
nRRLXQlKqh,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Other,Other,Roads,0,burned,3,0,owned,Y,,0,0
fCyktmVONI,moreThan10,moreThan10,2-3AWeek,bottled,,N,cementPoor,poor,Other,Other,Roads,0,street,3,0,owned,Y,,0,0
8tdF5XCDaa,moreThan10,moreThan10,2-3AWeek,bottled,,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Other,1,street,3,0,owned,Y,,0,0
ZHWosZlvjn,lessThan1,lessThan1,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Other,0,other,4,2,rented,Y,,0,0
ZHWosZlvjn,lessThan1,lessThan1,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Other,0,other,4,2,rented,Y,,0,0
2Mk8xxsCZT,moreThan10,moreThan10,2-3AWeek,bottled,,N,cementPoor,poor,Other,Other,Roads,1,street,3,0,owned,Y,,0,0
uuiQKct1fd,moreThan10,moreThan10,2-3AWeek,bottled,N,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1,street,3,0,owned,N,,0,0
H0BOhzLRKg,moreThan10,moreThan10,2-3AWeek,bottled,,N,cementWorking,working,Other,Other,Roads,1,street,6,1,owned,Y,,0,0
H0BOhzLRKg,moreThan10,moreThan10,,,,,,,Other,Other,Other,0,other,4,0,,,,0,0
